# unassigned_PDBID  line_TMscore_max  TMscore_max  corresponding_PDBID  corresponding_SCOPID  topology  topology_string
1LRI_A  3162  0.44122  1SJ1_A  d1sj1a_  0-3+2-1  +B+0.-A+0.+E+0.-E+1.-B-1.-B+1.
1LS9_A  347   0.95872  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
1LVF_A  819   0.49817  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1LYQ_A  1327  0.92436  1IX2_A  d1ix2a_  0-4+4-0  +B+0.+E+0.-B+1.+E+3.-B+3.+B+2.-E+2.+E+1.
1M1P_A  2094  0.40567  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1M1Q_A  2094  0.41219  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1M1R_A  2094  0.41271  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1M1S_A  3007  0.90788  1ROW_A  d1rowa_  0-3+4-1  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+C+0.+B+2.
1M20_A  357   0.86129  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
1M2I_A  357   0.8599   1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
1M2M_A  357   0.86668  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
1M59_A  357   0.86112  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
1M6T_A  1173  0.52408  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1M8T_A  860   0.92951  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1MBE_A  82    0.45669  1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
1MBF_A  82    0.4658   1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
1MBG_A  3582  0.46599  1UFM_A  d1ufma_  0-3-2    -A+0.+B+0.-A-1.+B-2.-B-1.
1MBH_A  82    0.46166  1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
1MBJ_A  3138  0.46483  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
1MBK_A  3138  0.45876  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
1MDV_A  3682  0.44165  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1MFW_A  2009  0.98333  1MG4_A  d1mg4a_  0-5-1    +B+0.-B-1.+A+0.-B+2.-B+3.+B+1.
1MGR_A  1881  0.95573  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1MGW_A  1881  0.93896  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1MH7_A  860   0.92028  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1PK3_A  922   0.42794  1GHH_A  d1ghha_  0-3-2    +B+0.-C+0.+B+1.-B-1.+C-1.
1PK4_A  184   0.43751  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
1PKR_A  184   0.44144  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
1PMK_A  184   0.43294  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
1PML_A  184   0.42277  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
1PNC_A  2622  0.99416  1PLC_A  d1plca_  0-4+5-0  +E+0.-E-1.-B+0.+E+1.-B+3.+B+4.-E+2.+B+2.-B+1.
1PND_A  2622  0.99399  1PLC_A  d1plca_  0-4+5-0  +E+0.-E-1.-B+0.+E+1.-B+3.+B+4.-E+2.+B+2.-B+1.
1PO8_A  860   0.88546  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1POA_A  860   0.90537  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1POH_A  2465  0.98731  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
1PRU_A  3682  0.39918  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1PRV_A  3107  0.39705  1SB6_A  d1sb6a_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
1PSE_A  1430  0.78238  1JB0_E  d1jb0e_  0-2+4-0  +B+0.-E+0.-B-1.+B-2.-B-3.+E+1.
1PSF_A  1430  0.74831  1JB0_E  d1jb0e_  0-2+4-0  +B+0.-E+0.-B-1.+B-2.-B-3.+E+1.
1PTX_A  60    0.99966  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1PUZ_A  1875  0.42137  1LM8_C  d1lm8c_  1-3-2    +B+0.-B-1.-C+0.+B+1.-A+0.-A+1.
1PVA_A  1407  0.48899  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
1PVB_A  739   0.4783   1FF1_A  d1ff1a_  0-2-2    +B+0.-A+0.-B-1.+A+1.
1PW3_A  2370  0.91015  1OAQ_L  d1oaql_  0-4+5-0  +E+0.-E-1.+B+0.-B-1.+B-2.-E-3.+E-2.-B+1.+B+2.
1PWT_A  3475  0.99176  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1PY3_A  1881  0.91985  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1PY4_A  1635  0.94009  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
1PYL_A  1881  0.92547  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1Q0A_A  2682  0.57642  1Q06_A  d1q06a_  0-2-2    -C+0.+C+1.+B+0.-B-1.
1Q8D_A  112   0.43801  1AY7_B  d1ay7b_  0-3-2    +B+0.-A+0.+B-1.-A-1.+B-2.
1Q9B_A  449   0.36842  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
1Q9E_A  1181  0.99204  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1QAD_A  1594  0.81509  1JYR_A  d1jyra_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
1QFP_A  2775  0.98675  1QFO_A  d1qfoa_  0-4+4-0  +E+0.-E-1.+B+0.-B-1.-E-3.+E-2.-B+1.+B+2.
1QJO_A  412   0.74778  1DD2_A  d1dd2a_  0-2+4-0  +B+0.-B+1.-E+0.+E-1.-B+3.+B+2.
1QJT_A  739   0.64663  1FF1_A  d1ff1a_  0-2-2    +B+0.-A+0.-B-1.+A+1.
1QK9_A  1246  0.53544  1IG4_A  d1ig4a_  0-4-1    +B+0.-B+1.+B+2.-B+3.+C+0.
1QKE_A  5537  0.74411  2H8U_A  d2h8ua1  0-2+3-0  +E+0.-E+1.+B+0.-B+1.-B-1.
1QKF_A  1391  0.59155  1J5E_S  d1j5es_  0-3-1    -A+0.+B+0.+B-1.-B-2.
1QKH_A  1391  0.59958  1J5E_S  d1j5es_  0-3-1    -A+0.+B+0.+B-1.-B-2.
1QKW_A  3475  0.99051  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1QKX_A  3475  0.99021  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1QL1_A  3284  0.41495  1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
1QL3_A  326   0.73473  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
1QL4_A  326   0.7339   1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
1QLC_A  5271  0.8334   2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
1QLD_A  1740  0.36544  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
1QLQ_A  880   0.99591  1G6X_A  d1g6xa_  0-3-1    +B+0.-B-1.-B+1.+C+0.
1QLY_A  313   0.77801  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
1QM2_A  1184  0.59375  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
1QM3_A  1184  0.59923  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
1QN0_A  3682  0.41886  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1QN1_A  3682  0.41096  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1QN2_A  326   0.7167   1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
1QOA_A  363   0.99332  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1QOB_A  363   0.99329  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1QOF_A  363   0.99351  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1QOG_A  363   0.99447  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1QP2_A  1430  0.79647  1JB0_E  d1jb0e_  0-2+4-0  +B+0.-E+0.-B-1.+B-2.-B-3.+E+1.
1QP3_A  1430  0.78905  1JB0_E  d1jb0e_  0-2+4-0  +B+0.-E+0.-B-1.+B-2.-B-3.+E+1.
1QT9_A  363   0.99208  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1QWX_A  2292  0.89172  1NYC_A  d1nyca_  0-8      +B+0.-B+2.+B+1.-E+0.+E-1.-E-2.+E+1.+B+3.
1QX2_A  1407  0.5246   1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
1QYS_A  2066  0.61181  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
1QZM_A  3494  0.44635  1U2M_A  d1u2ma_  0-3-1    +B+0.-A+0.+B-1.+B+1.
1R0F_A  5213  0.95006  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1R0G_A  5213  0.94845  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1R0H_A  5213  0.95285  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1R0I_A  5213  0.94791  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1R0J_A  5213  0.94766  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1R2M_A  4922  0.98811  2B97_A  d2b97a1  0-5-1    +B+0.+B-3.-B+1.+C+0.-B-1.+B-2.
1R5Q_A  3367  0.47596  1TIG_A  d1tiga_  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
1R69_A  3682  0.77429  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1R77_A  313   0.65435  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
1R7S_A  4382  0.99429  1XLQ_A  d1xlqa1  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1RA4_A  4321  0.98548  1XBI_A  d1xbia1  2-4-2    -A+0.+B+0.-C+0.+B+2.-C+1.+B+3.-A-1.-B+1.
1RB9_A  5213  0.92985  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1RDG_A  5213  0.98552  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1RDS_A  1181  0.95537  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RDV_A  5213  0.94936  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1RFK_A  363   0.94791  1CZP_A  d1czpa_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1RGA_A  1181  0.99813  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RGC_A  1181  0.99674  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RGK_A  1181  0.98685  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RGL_A  1181  0.9836   1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RGV_A  817   0.71467  1FXD_A  d1fxda_  0-2-2    -C+0.+B+0.-B-1.+C-1.
1RHL_A  1181  0.99739  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RJA_A  1861  0.83022  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1RLS_A  1181  0.99786  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RMS_A  1181  0.95518  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RN1_A  1181  0.9788   1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RN4_A  1181  0.94158  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RNF_A  502   0.87941  1DY5_A  d1dy5a_  0-4-2    +A+0.+B+0.-A-1.+B-1.-B-2.+B-3.
1RNT_A  1181  0.99787  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1RRO_A  739   0.47578  1FF1_A  d1ff1a_  0-2-2    +B+0.-A+0.-B-1.+A+1.
1RSN_A  1881  0.99161  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1RTP_1  1407  0.49509  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
1RUW_A  3475  0.83651  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1RWJ_A  3682  0.43495  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1RWS_A  3046  0.5409   1RYJ_A  d1ryja_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1RWY_A  1407  0.49547  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
1RYQ_A  5213  0.41478  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1S29_A  3138  0.5972   1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
1S3P_A  1407  0.49579  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
1S7Z_A  2153  0.49148  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
1SAR_A  1881  0.99297  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1SEG_A  60    0.94655  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1SF0_A  3046  0.5595   1RYJ_A  d1ryja_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
1SF3_A  3131  0.97619  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
1SF5_A  3131  0.96425  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
1SFH_A  3131  0.99369  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
1SHG_A  3475  0.99264  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1SIF_A  5007  0.86739  2BWF_A  d2bwfa1  0-3-2    +B+0.-B+1.+C+0.-C-1.+B-1.
1SJG_A  3944  0.75663  1VM9_A  d1vm9a_  0-4+4-0  +B+0.-B+1.+B+2.-E+0.+E+1.-E+2.+E+3.-B+3.
1SJV_A  3433  0.70239  1TVD_A  d1tvda_  0-4+4-0  +E+0.-E-1.+B+0.-B-1.+B-2.-E-3.+E-2.-B+1.
1SKJ_A  1861  0.91621  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1SM7_A  3367  0.48623  1TIG_A  d1tiga_  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
1SMM_A  5213  0.94993  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1SMU_A  5213  0.94916  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1SMW_A  5213  0.95047  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1SN1_A  60    0.89833  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1SN4_A  60    0.92091  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1SNB_A  60    0.93714  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1SPR_A  1861  0.92056  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1SV4_A  3107  0.45669  1SB6_A  d1sb6a_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
1SZ8_A  860   0.91475  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1T00_A  5757  0.93961  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1T07_A  183   0.41265  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
1T0Z_A  60    0.75051  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1T2H_A  1881  0.99867  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1T2I_A  1881  0.97636  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1T2J_A  3433  0.83379  1TVD_A  d1tvda_  0-4+4-0  +E+0.-E-1.+B+0.-B-1.+B-2.-E-3.+E-2.-B+1.
1T4Y_A  3291  0.89847  1T4Z_A  d1t4za_  0-4-2    +B+0.-C+0.+B+1.-B-1.+B-2.-C-1.
1T5K_A  3131  0.98586  1SFD_A  d1sfda_  0-5+5-0  +E+0.+E-3.-E-4.-B+0.+E-2.-B+3.+B+4.-E-1.+B+2.-B+1.
1T7A_A  60    0.88102  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1T7B_A  60    0.87322  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1T7E_A  60    0.91127  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1T8K_A  3693  0.54197  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
1T9O_A  5213  0.94344  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1T9P_A  5213  0.96384  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1T9Q_A  5213  0.9406   2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1TC8_A  860   0.88546  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1TD7_A  860   0.91687  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
1TEF_A  2622  0.97503  1PLC_A  d1plca_  0-4+5-0  +E+0.-E-1.-B+0.+E+1.-B+3.+B+4.-E+2.+B+2.-B+1.
1TEG_A  2622  0.97598  1PLC_A  d1plca_  0-4+5-0  +E+0.-E-1.-B+0.+E+1.-B+3.+B+4.-E+2.+B+2.-B+1.
1TG0_A  313   0.89629  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
1TGR_A  1174  0.39716  1HZ6_A  d1hz6a_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
1THO_A  5757  0.98207  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1THX_A  5757  0.9257   2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1TJ6_A  4400  0.92343  1XOD_A  d1xoda1  0-4+5-0  +E+0.-B+0.+B+1.-E+1.+E+2.-E+3.+B-3.-B-2.+B-1.
1TMY_A  3484  0.99091  1U0S_Y  d1u0sy_  2-5-3    +B+0.-C+0.+B+1.-A+0.+B-1.-A-1.+B-2.-A-2.+B-3.-C-1.
1TOV_A  3460  0.92282  1TXQ_A  d1txqa1  0-3+5-0  +B+0.-B-1.-B-3.+B-2.-E+0.+E-1.-E+1.+B+1.
1TPK_A  184   0.41995  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
1TQ3_A  3394  0.92919  1TP5_A  d1tp5a1  1-5-1    +B+0.+B+4.-B+3.+B+2.-C+0.-B+1.-A+0.
1TQG_A  3059  0.52396  1S12_A  d1s12a_  0-5-0    +B+0.-B+1.-B+3.+B+2.+B-1.
1TRP_A  1181  0.99435  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1TRQ_A  1181  0.99446  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1TSF_A  3772  0.81335  1V76_A  d1v76a_  0-2+4-0  +B+0.-B-1.+E+0.-E-1.-B+1.+B+2.
1TTO_A  1181  0.98731  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
1TTX_A  739   0.487    1FF1_A  d1ff1a_  0-2-2    +B+0.-A+0.-B-1.+A+1.
1TUC_A  3475  0.68526  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1TUD_A  3475  0.73118  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1TUK_A  2066  0.41952  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
1TXX_A  5757  0.98513  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1U84_A  321   0.52489  1CMI_A  d1cmia_  0-4-2    +B+0.-C+0.+C-1.-B-3.-B-1.+B-2.
1U9K_A  3170  0.88918  1SMO_A  d1smoa_  0-4+5-0  +B+0.-E+0.+B-3.-B-4.+E-3.-E-2.+E-1.-B-2.+B-1.
1U9L_A  852   0.43929  1G2R_A  d1g2ra_  0-3-2    +B+0.-B+1.-B-1.+A+0.-A+1.
1U9M_A  357   0.87228  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
1U9P_A  436   0.49018  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
1U9U_A  357   0.86024  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
1UBI_A  5293  0.89261  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
1UBQ_A  5293  0.89298  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
1UCI_A  1881  0.99586  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1UCJ_A  1881  0.98965  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1UCK_A  1881  0.99591  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1UCL_A  1881  0.99055  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
1UG4_A  5537  0.7508   2H8U_A  d2h8ua1  0-2+3-0  +E+0.-E+1.+B+0.-B+1.-B-1.
1UJ8_A  5114  0.46945  2CS7_A  d2cs7a1  0-2+3-0  +E+0.-E-1.-B+0.+B-1.-B-2.
1UMJ_A  3622  0.97383  1UKU_A  d1ukua_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
1UMQ_A  183   0.48824  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
1UP9_A  3682  0.42614  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1UPD_A  3682  0.42315  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
1UQV_A  1063  0.45926  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
1URF_A  819   0.57597  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1USS_A  3138  0.66629  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
1UST_A  3138  0.65192  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
1UUA_A  880   0.72731  1G6X_A  d1g6xa_  0-3-1    +B+0.-B-1.-B+1.+C+0.
1UUB_A  880   0.56577  1G6X_A  d1g6xa_  0-3-1    +B+0.-B-1.-B+1.+C+0.
1UUC_A  3138  0.3962   1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
1UUE_A  3475  0.98761  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
